RepNam	halfLive_h	Ensembl_Gene	RefSeq_nuc1	Ensembl_nuc
NM_002560	4.00 	ENSG00000135124.16	NM_002560	ENST00000337233.9
NM_012399	4.00 	ENSG00000180957.19	NM_012399	ENST00000335272.10
NM_145862	4.00 			
NM_007194	4.00 	ENSG00000183765.23	NM_007194	ENST00000404276.6
NM_001005735	4.00 			
NM_013430	4.00 			
NM_001032365	4.00 			
NM_005265	4.00 			
NM_001032364	4.00 			
NM_015367	4.00 	ENSG00000099968.18	NM_015367	ENST00000317582.10
NM_001003828	4.00 			
NM_013327	4.00 	ENSG00000188677.15	NM_013327	ENST00000338758.12
NM_181334	4.00 			
NM_181336	4.00 	ENSG00000161904.12	NM_181336	ENST00000293760.10
NM_003536	4.00 	ENSG00000278828.2	NM_003536	ENST00000685041.1
NM_032295	4.00 			
NM_207113	4.00 	ENSG00000157800.18	NM_207113	ENST00000326232.14
NM_012322	4.00 	ENSG00000106355.10	NM_012322	ENST00000450169.7
NM_152754	4.00 			
NM_053035	4.00 	ENSG00000090263.16	NM_053035	ENST00000324787.10
NM_016071	4.00 			
NM_005000	4.00 	ENSG00000128609.16	NM_005000	ENST00000355749.7
NM_004577	4.00 	ENSG00000146733.14	NM_004577	ENST00000275605.8
NM_016478	4.00 	ENSG00000091732.17	NM_016478	ENST00000358303.9
NM_015949	4.00 	ENSG00000239857.7	NM_015949	ENST00000265857.8
NM_023942	4.00 			
NM_030936	4.00 	ENSG00000105982.17	NM_030936	ENST00000317955.10
NM_003388	4.00 	ENSG00000106665.16	NM_003388	ENST00000223398.11
NM_032421	4.00 			
NM_003777	4.00 			
NM_021818	4.00 	ENSG00000151748.15	NM_021818	ENST00000324679.5
NM_003403	4.00 	ENSG00000100811.14	NM_003403	ENST00000262238.10
NM_001311	4.00 	ENSG00000213145.10	NM_001311	ENST00000392531.4
NM_014982	4.00 	ENSG00000100731.16	NM_014982	ENST00000304743.7
NM_024939	4.00 	ENSG00000103067.14	NM_024939	ENST00000473183.7
NM_014062	4.00 	ENSG00000141101.13	NM_014062	ENST00000268802.10
NM_139353	4.00 			
NM_005679	4.00 			
NM_003609	4.00 	ENSG00000149929.16	NM_003609	ENST00000279392.8
NM_001006634	4.00 	ENSG00000140750.17	NM_001006634	ENST00000289968.11
NM_018054	4.00 			
NM_002461	4.00 	ENSG00000167508.12	NM_002461	ENST00000301012.8
NM_001039690	4.00 	ENSG00000168802.14	NM_001039690	ENST00000448552.7
NM_001040146	4.00 			
NM_001040144	4.00 			
NM_001040145	4.00 			
NM_018092	4.00 	ENSG00000171208.10	NM_018092	ENST00000562435.6
NM_005153	4.00 	ENSG00000103194.16	NM_005153	ENST00000219473.12
NM_017668	4.00 	ENSG00000072864.16	NM_017668	ENST00000396354.6
NM_014321	4.00 	ENSG00000091651.9	NM_014321	ENST00000219097.7
NM_004463	4.00 	ENSG00000102302.8	NM_004463	ENST00000375135.4
NM_153252	4.00 	ENSG00000165288.11	NM_153252	ENST00000373275.5
NM_003662	4.00 			
NM_001018109	4.00 	ENSG00000087842.11	NM_001018109	ENST00000380420.10
NM_198450	4.00 	ENSG00000155008.16	NM_198450	ENST00000373173.7
NM_139280	4.00 	ENSG00000172057.10	NM_139280	ENST00000304046.7
NM_032134	4.00 			
NM_001365	4.00 			
NM_139062	4.00 			
NM_001893	4.00 	ENSG00000141551.15	NM_001893	ENST00000314028.11
NM_015510	4.00 	ENSG00000109016.18	NM_015510	ENST00000395511.8
NM_003010	4.00 	ENSG00000065559.15	NM_003010	ENST00000353533.10
NM_213607	4.00 	ENSG00000167131.17	NM_213607	ENST00000417826.3
NM_203415	4.00 			
NM_203413	4.00 			
NM_203414	4.00 	ENSG00000170291.16	NM_203414	ENST00000396628.7
NM_015362	4.00 			
NM_172089	4.00 			
NM_012417	4.00 	ENSG00000154217.16	NM_012417	ENST00000581322.6
NM_181671	4.00 			
NM_032389	4.00 	ENSG00000149182.15	NM_032389	ENST00000524782.6
NM_024811	4.00 			
NM_007069	4.00 			
NM_144665	4.00 	ENSG00000149212.12	NM_144665	ENST00000536441.7
NM_004716	4.00 	ENSG00000160613.15	NM_004716	ENST00000320934.8
NM_005146	4.00 	ENSG00000175467.15	NM_005146	ENST00000312397.10
NM_014807	4.00 			
NM_001024682	4.00 			
NM_182616	4.00 	ENSG00000242498.8	NM_182616	ENST00000357484.10
NM_153613	4.00 	ENSG00000176454.15	NM_153613	ENST00000314891.11
NM_017851	4.00 			
NM_006305	4.00 	ENSG00000140350.15	NM_006305	ENST00000465139.6
NM_018003	4.00 	ENSG00000137831.15	NM_018003	ENST00000322954.11
NM_001008224	4.00 			
NM_000027	4.00 	ENSG00000038002.9	NM_000027	ENST00000264595.7
NM_006527	4.00 	ENSG00000163950.13	NM_006527	ENST00000489418.6
NM_001511	4.00 	ENSG00000163739.5	NM_001511	ENST00000395761.4
NM_152843	4.11 			
NM_152841	4.11 			
NM_022081	4.11 	ENSG00000100099.22	NM_022081	ENST00000398145.7
NM_021979	4.11 	ENSG00000126803.10	NM_021979	ENST00000247207.7
NM_017849	4.12 	ENSG00000135956.9	NM_017849	ENST00000258439.8
NM_001006639	4.12 			
NM_004780	4.12 	ENSG00000172465.14	NM_004780	ENST00000372625.8
NM_001006640	4.12 			
NM_001076674	4.12 	ENSG00000168591.16	NM_001076674	ENST00000538716.7
NM_177441	4.12 			
NM_024107	4.12 			
NM_145112	4.13 			
NM_197957	4.13 			
NM_002382	4.13 	ENSG00000125952.20	NM_002382	ENST00000358664.9
NM_145114	4.13 			
NM_145113	4.13 			
NM_145116	4.13 			
NM_019027	4.13 			
NM_178557	4.13 	ENSG00000185818.8	NM_178557	ENST00000423729.3
NM_173854	4.13 	ENSG00000133065.11	NM_173854	ENST00000367137.4
NM_001039887	4.13 			
NM_018174	4.13 	ENSG00000130479.11	NM_018174	ENST00000324096.9
NM_002613	4.13 	ENSG00000140992.19	NM_002613	ENST00000342085.9
NM_031268	4.13 			
NM_017999	4.13 	ENSG00000092098.18	NM_017999	ENST00000324103.11
NM_001343	4.14 	ENSG00000153071.15	NM_001343	ENST00000320816.11
NM_018047	4.14 	ENSG00000086589.12	NM_018047	ENST00000199814.9
NM_032718	4.14 	ENSG00000135953.11	NM_032718	ENST00000258436.10
NM_006942	4.14 	ENSG00000129194.8	NM_006942	ENST00000250055.3
NM_014598	4.14 	ENSG00000274211.6	NM_014598	ENST00000612932.6
NM_015042	4.14 	ENSG00000180357.10	NM_015042	ENST00000326648.5
NM_194315	4.14 			
NM_194458	4.14 			
NM_058167	4.14 	ENSG00000160087.21	NM_058167	ENST00000349431.11
NM_194457	4.14 			
NM_153246	4.14 			
NM_018229	4.14 	ENSG00000053770.12	NM_018229	ENST00000261558.8
NM_024535	4.14 	ENSG00000262246.6	NM_024535	ENST00000251166.9
NM_025083	4.14 	ENSG00000179151.13	NM_025083	ENST00000315127.9
NM_005663	4.14 	ENSG00000185049.16	NM_005663	ENST00000382882.9
NM_174890	4.15 	ENSG00000172671.20	NM_174890	ENST00000344646.10
NM_001042486	4.15 			
NM_183006	4.15 			
NM_014902	4.15 			
NM_020912	4.15 			
NM_032296	4.15 			
NM_018992	4.15 	ENSG00000167977.9	NM_018992	ENST00000301738.9
NM_003077	4.15 			
NM_004230	4.15 	ENSG00000267534.4	NM_004230	ENST00000646641.1
NM_018358	4.15 	ENSG00000161204.12	NM_018358	ENST00000429586.7
NM_031444	4.15 			
NM_000430	4.15 	ENSG00000007168.14	NM_000430	ENST00000397195.10
NM_001012511	4.15 			
NM_004287	4.15 	ENSG00000108433.17	NM_004287	ENST00000640051.2
NM_054022	4.15 			
NM_153260	4.15 	ENSG00000180979.10	NM_153260	ENST00000397130.8
NM_005180	4.16 	ENSG00000168283.14	NM_005180	ENST00000376663.8
NM_001004065	4.16 			
NM_001498	4.16 	ENSG00000001084.13	NM_001498	ENST00000650454.1
NM_001253	4.16 	ENSG00000096401.8	NM_001253	ENST00000371477.4
NM_015859	4.16 	ENSG00000165417.12	NM_015859	ENST00000553612.6
NM_201595	4.16 			
NM_015075	4.16 			
NM_144679	4.16 			
NM_015055	4.16 	ENSG00000133789.15	NM_015055	ENST00000318950.11
NM_019006	4.16 	ENSG00000086666.19	NM_019006	ENST00000261749.11
NM_017860	4.17 	ENSG00000143443.10	NM_017860	ENST00000368926.6
NM_007061	4.17 			
NM_152243	4.17 	ENSG00000128283.7	NM_152243	ENST00000249014.5
NM_005843	4.17 	ENSG00000115145.10	NM_005843	ENST00000263904.5
NM_019024	4.17 	ENSG00000008869.12	NM_019024	ENST00000233099.6
NM_006857	4.17 	ENSG00000124380.11	NM_006857	ENST00000244227.8
NM_014477	4.17 	ENSG00000124251.11	NM_014477	ENST00000372726.5
NM_000641	4.17 	ENSG00000095752.7	NM_000641	ENST00000264563.7
NM_016614	4.17 	ENSG00000111802.14	NM_016614	ENST00000378198.9
NM_005933	4.17 			
NM_002203	4.18 	ENSG00000164171.11	NM_002203	ENST00000296585.10
NM_017582	4.18 	ENSG00000160714.10	NM_017582	ENST00000292211.5
NM_020695	4.18 	ENSG00000079313.15	NM_020695	ENST00000170168.9
NM_012291	4.18 	ENSG00000135476.12	NM_012291	ENST00000257934.9
NM_001116	4.18 	ENSG00000162104.10	NM_001116	ENST00000294016.8
NM_024582	4.18 			
NM_031453	4.19 	ENSG00000065809.14	NM_031453	ENST00000181796.7
NM_019095	4.19 	ENSG00000088766.12	NM_019095	ENST00000378863.9
NM_001039770	4.19 	ENSG00000188167.9	NM_001039770	ENST00000342462.5
NM_032840	4.19 	ENSG00000167778.9	NM_032840	ENST00000301463.9
NM_025204	4.19 			
NM_012091	4.19 			
NM_005990	4.20 	ENSG00000072786.13	NM_005990	ENST00000176763.10
NM_198507	4.20 	ENSG00000174132.9	NM_198507	ENST00000312637.5
NM_006459	4.20 	ENSG00000107566.14	NM_006459	ENST00000421367.7
NM_003473	4.20 	ENSG00000136738.15	NM_003473	ENST00000377524.8
NM_015266	4.20 	ENSG00000197818.12	NM_015266	ENST00000361573.3
